accession,group,description,url
P18239,GO:0016020,"membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016020
P18408,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
P18409,GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739
P18409,GO:0005783,"endoplasmic reticulum",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005783
P18409,GO:0016020,"membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016020
P18410,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
P18410,GO:0005783,"endoplasmic reticulum",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005783
P18410,GO:0016020,"membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016020
P18411,GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739
P18411,GO:0016020,"membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016020
P18412,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
P18414,GO:0005783,"endoplasmic reticulum",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005783
P18414,GO:0016020,"membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016020
P18480,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
P18480,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
P18494,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
P18494,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
P18496,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
P18496,GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739
P18496,GO:0016020,"membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016020
P18544,GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739
P18634,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
P18759,GO:0005794,"Golgi apparatus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005794
P18851,GO:0005886,"plasma membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005886
P18852,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
P18852,GO:0005886,"plasma membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005886
P18888,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
P18888,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
P18899,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
P18900,GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739
P18900,GO:0016020,"membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016020
P18961,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
P18961,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
P18962,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
P18962,GO:0016020,"membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016020
P18963,GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739
P18963,GO:0005886,"plasma membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005886
P18963,GO:0016020,"membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016020
P19073,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
P19073,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
P19073,GO:0005886,"plasma membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005886
P19073,GO:0016020,"membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016020
P19097,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
P19097,GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739
P19145,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
P19145,GO:0005886,"plasma membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005886
P19145,GO:0016020,"membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016020
P19146,GO:0005794,"Golgi apparatus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005794
P19158,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
P19158,GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739
P19158,GO:0005783,"endoplasmic reticulum",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005783
P19158,GO:0005886,"plasma membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005886
P19158,GO:0016020,"membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016020
P19211,GO:0005840,"ribosome",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005840
P19262,GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739
P19263,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
P19414,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
P19414,GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739
P19454,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
P19516,GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739
P19516,GO:0005840,"ribosome",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005840
P19516,GO:0016020,"membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016020
P19524,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
P19524,GO:0005856,"cytoskeleton",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005856
P19524,GO:0016020,"membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016020
P19541,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
P19541,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
P19657,GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739
P19657,GO:0005886,"plasma membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005886
P19657,GO:0016020,"membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016020
P19658,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
P19658,GO:0005886,"plasma membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005886
P19659,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
P19735,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
P19736,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
P19807,GO:0005886,"plasma membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005886
P19807,GO:0016020,"membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016020
P19812,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
P19880,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
P19880,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
P19881,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
P19881,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
P19882,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
P19882,GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739
P19882,GO:0016020,"membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016020
P19955,GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739
P19955,GO:0005840,"ribosome",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005840
P19956,GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739
P19956,GO:0005840,"ribosome",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005840
P20048,GO:0005783,"endoplasmic reticulum",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005783
P20048,GO:0016020,"membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016020
P20049,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
P20050,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
P20051,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
P20051,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
P20052,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
P20052,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
P20053,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
P20081,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
P20081,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
P20081,GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739
P20081,GO:0016020,"membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016020
P20084,GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739
P20084,GO:0005840,"ribosome",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005840
P20095,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
P20107,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
P20107,GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739
P20107,GO:0016020,"membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016020
P20133,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
P20134,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
P20424,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
P20433,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
P20433,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
P20434,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
P20435,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
P20435,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
P20436,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
P20437,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
P20437,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
P20438,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
P20438,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
P20447,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
P20448,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
P20449,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
P20449,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
P20449,GO:0016020,"membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016020
P20457,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
P20459,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
P20459,GO:0005840,"ribosome",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005840
P20484,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
P20484,GO:0016020,"membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016020
P20485,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
P20486,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
P20486,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
P20604,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
P20604,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
P20606,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
P20606,GO:0005783,"endoplasmic reticulum",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005783
P20606,GO:0005794,"Golgi apparatus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005794
P20606,GO:0016020,"membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016020
P20676,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
P20676,GO:0016020,"membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016020
P20795,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
P20795,GO:0016020,"membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016020
P20840,GO:0016020,"membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016020
P20967,GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739
P21147,GO:0005783,"endoplasmic reticulum",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005783
P21147,GO:0016020,"membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016020
P21182,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
P21182,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
P21190,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
P21192,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
P21192,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
P21242,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
P21242,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
P21242,GO:0016020,"membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016020
P21243,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
P21243,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
P21243,GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739
P21243,GO:0016020,"membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016020
P21264,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
P21268,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
P21268,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
P21268,GO:0016020,"membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016020
P21269,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
P21269,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
P21269,GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739
P21304,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
P21304,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
P21306,GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739
P21306,GO:0016020,"membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016020
P21339,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
P21339,GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739
P21339,GO:0005886,"plasma membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005886
P21372,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
P21373,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
P21373,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
P21374,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
P21374,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
P21375,GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739
P21524,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
P21524,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
P21538,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
P21560,GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739
P21560,GO:0005840,"ribosome",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005840
P21560,GO:0016020,"membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016020
P21576,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
P21576,GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739
P21576,GO:0005856,"cytoskeleton",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005856
P21576,GO:0016020,"membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016020
P21592,GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739
P21592,GO:0016020,"membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016020
P21651,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
P21657,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
P21672,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
P21672,GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739
P21691,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
P21705,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
P21771,GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739
P21771,GO:0005840,"ribosome",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005840
P21801,GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739
P21801,GO:0016020,"membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016020
P21825,GO:0005783,"endoplasmic reticulum",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005783
P21825,GO:0016020,"membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016020
P21826,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
P21827,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
P21827,GO:0016020,"membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016020
P21951,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
P21954,GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739
P21957,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
P21957,GO:0005783,"endoplasmic reticulum",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005783
P21957,GO:0016020,"membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016020
P22007,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
P22023,GO:0005783,"endoplasmic reticulum",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005783
P22035,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
P22082,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
P22108,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
P22108,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
P22133,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
P22134,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
P22135,GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739
P22136,GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739
P22137,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
P22137,GO:0005794,"Golgi apparatus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005794
P22137,GO:0005886,"plasma membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005886
P22137,GO:0016020,"membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016020
