accession,group,description,url
O94888,GO:0005783,"endoplasmic reticulum",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005783
O94888,GO:0016020,"membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016020
O94901,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
O94901,GO:0016020,"membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016020
O94905,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
O94905,GO:0005783,"endoplasmic reticulum",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005783
O94905,GO:0005886,"plasma membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005886
O94905,GO:0016020,"membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016020
O94906,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
O94907,GO:0005886,"plasma membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005886
O94921,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
O94921,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
O94921,GO:0005886,"plasma membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005886
O94925,GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739
O94927,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
O94927,GO:0005856,"cytoskeleton",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005856
O94966,GO:0005783,"endoplasmic reticulum",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005783
O94966,GO:0016020,"membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016020
O94972,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
O94979,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
O94979,GO:0005783,"endoplasmic reticulum",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005783
O94983,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
O94986,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
O94986,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
O94986,GO:0005856,"cytoskeleton",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005856
O94992,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
O94992,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
O94993,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
O95045,GO:0005856,"cytoskeleton",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005856
O95049,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
O95049,GO:0005886,"plasma membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005886
O95050,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
O95067,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
O95067,GO:0005856,"cytoskeleton",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005856
O95070,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
O95070,GO:0005794,"Golgi apparatus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005794
O95070,GO:0005856,"cytoskeleton",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005856
O95071,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
O95073,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
O95084,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
O95104,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
O95139,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
O95139,GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739
O95139,GO:0016020,"membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016020
O95140,GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739
O95150,GO:0005886,"plasma membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005886
O95153,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
O95153,GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739
O95159,GO:0005794,"Golgi apparatus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005794
O95163,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
O95163,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
O95166,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
O95166,GO:0016020,"membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016020
O95167,GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739
O95167,GO:0016020,"membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016020
O95168,GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739
O95168,GO:0016020,"membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016020
O95169,GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739
O95169,GO:0005783,"endoplasmic reticulum",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005783
O95169,GO:0016020,"membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016020
O95171,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
O95171,GO:0005886,"plasma membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005886
O95178,GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739
O95178,GO:0016020,"membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016020
O95180,GO:0016020,"membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016020
O95182,GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739
O95182,GO:0016020,"membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016020
O95196,GO:0005794,"Golgi apparatus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005794
O95196,GO:0016020,"membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016020
O95197,GO:0005783,"endoplasmic reticulum",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005783
O95198,GO:0005856,"cytoskeleton",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005856
O95202,GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739
O95202,GO:0016020,"membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016020
O95219,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
O95219,GO:0005856,"cytoskeleton",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005856
O95219,GO:0016020,"membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016020
O95229,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
O95232,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
O95232,GO:0005886,"plasma membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005886
O95235,GO:0005856,"cytoskeleton",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005856
O95239,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
O95243,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
O95249,GO:0005794,"Golgi apparatus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005794
O95249,GO:0016020,"membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016020
O95251,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
O95260,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
O95260,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
O95271,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
O95271,GO:0005794,"Golgi apparatus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005794
O95273,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
O95278,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
O95292,GO:0005783,"endoplasmic reticulum",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005783
O95292,GO:0005794,"Golgi apparatus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005794
O95292,GO:0016020,"membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016020
O95295,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
O95295,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
O95295,GO:0005794,"Golgi apparatus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005794
O95298,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
O95298,GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739
O95298,GO:0016020,"membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016020
O95299,GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739
O95299,GO:0016020,"membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016020
O95347,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
O95347,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
O95352,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
O95359,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
O95359,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
O95359,GO:0005794,"Golgi apparatus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005794
O95361,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
O95361,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
O95373,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
O95373,GO:0005794,"Golgi apparatus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005794
O95376,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
O95376,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
O95379,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
O95388,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
O95391,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
O95391,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
O95393,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
O95396,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
O95400,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
O95402,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
O95405,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
O95405,GO:0016020,"membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016020
O95425,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
O95425,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
O95425,GO:0005856,"cytoskeleton",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005856
O95425,GO:0005886,"plasma membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005886
O95429,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
O95429,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
O95429,GO:0005886,"plasma membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005886
O95433,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
O95436,GO:0005886,"plasma membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005886
O95436,GO:0016020,"membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016020
O95452,GO:0005886,"plasma membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005886
O95456,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
O95456,GO:0005783,"endoplasmic reticulum",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005783
O95470,GO:0005783,"endoplasmic reticulum",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005783
O95476,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
O95476,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
O95476,GO:0005783,"endoplasmic reticulum",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005783
O95476,GO:0016020,"membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016020
O95477,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
O95477,GO:0005886,"plasma membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005886
O95477,GO:0016020,"membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016020
O95500,GO:0005783,"endoplasmic reticulum",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005783
O95500,GO:0005886,"plasma membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005886
O95503,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
O95551,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
O95551,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
O95563,GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739
O95571,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
O95571,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
O95571,GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739
O95573,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
O95573,GO:0005783,"endoplasmic reticulum",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005783
O95573,GO:0005794,"Golgi apparatus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005794
O95613,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
O95613,GO:0005856,"cytoskeleton",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005856
O95619,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
O95625,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
O95628,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
O95630,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
O95630,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
O95630,GO:0005886,"plasma membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005886
O95633,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
O95639,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
O95639,GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739
O95644,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
O95671,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
O95684,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
O95684,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
O95684,GO:0005856,"cytoskeleton",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005856
O95696,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
O95704,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
O95704,GO:0005856,"cytoskeleton",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005856
O95714,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
O95714,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
O95715,GO:0005794,"Golgi apparatus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005794
O95721,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
O95721,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
O95721,GO:0016020,"membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016020
O95727,GO:0005886,"plasma membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005886
O95754,GO:0005783,"endoplasmic reticulum",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005783
O95786,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
O95786,GO:0005856,"cytoskeleton",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005856
O95786,GO:0005886,"plasma membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005886
O95793,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
O95807,GO:0005783,"endoplasmic reticulum",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005783
O95810,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
O95810,GO:0005794,"Golgi apparatus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005794
O95810,GO:0005886,"plasma membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005886
O95817,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
O95817,GO:0005886,"plasma membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005886
O95819,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
O95822,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
O95822,GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739
O95825,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
O95831,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
O95831,GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739
O95833,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
O95833,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
O95835,GO:0005856,"cytoskeleton",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005856
O95863,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
O95863,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
O95866,GO:0005886,"plasma membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005886
O95926,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
O95931,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
O95971,GO:0005886,"plasma membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005886
O95990,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
O95995,GO:0005856,"cytoskeleton",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005856
O95996,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
O95996,GO:0005794,"Golgi apparatus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005794
O95996,GO:0005856,"cytoskeleton",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005856
O95996,GO:0005886,"plasma membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005886
O95997,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
O95997,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
O95999,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
O95999,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
O95999,GO:0005856,"cytoskeleton",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005856
O95999,GO:0005886,"plasma membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005886
O95999,GO:0016020,"membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016020
O96000,GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739
O96000,GO:0016020,"membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016020
O96004,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
O96004,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
O96007,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
O96007,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
O96008,GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739,"mitochondrion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739
O96008,GO:0016020,"membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016020
O96009,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
O96011,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
O96011,GO:0016020,"membrane",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016020
O96014,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
O96017,GO:0005634,"nucleus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005634
O96018,GO:0005737,"cytoplasm",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005737
